"Media may refer to: Media (communication), tools used to store and deliver information or data Advertising media Broadcast media Digital media Electronic media Hypermedia Print media Published media Mass media can mean television, radio, newspapers, magazines and the internet News media, mass media focused on communicating news Journalists, the people who write for and work in news media Multimedia, communications that include multiple forms of information Media (computer), used in computer data storage devices Media (arts), materials and techniques used by an artist to produce a work","Radio†is a way to send†electromagnetic signals†over a long distance, to deliver†information†from one place to another. A machine that sends radio signals is called a†transmitter, while a machine that ""picks up"" the signals is called a†receiver†or antenna. A machine that does both jobs is a ""transceiver"". When†radio signals†are sent out to many receivers at the same time, it is called a†broadcast.
Television†also uses radio signals to send pictures and sound. Radio†signals can start engines moving so that gates open on their own from a distance. (See:†Radio control.). Radio signals can be used to lock and unlock the doors in a car from a distance.
Sound†can be sent by radio, sometimes through†Frequency Modulation†(FM) or†Amplitude Modulation†(AM).
",7.42
"According to the†WHO, a†drug†is a†substance†that can change how a living†organism†works.†Food†is usually not seen as a drug, even though some foods may have such properties. Most of the time drugs are taken to treat a disease, or other medical condition. An example for such drugs may be†Aspirin†or†Paracetamol. These are usually given to treat†fever, as well as certain†infections. If such drugs are taken over a longer time, they are usually prescribed by a†doctor. Other drugs are taken for fun, because of the effect they have. Some of these drugs taken for fun are better accepted by society than others. Having or taking certain drugs may be illegal, in certain countries.
Drugs that are taken to treat a disease or condition are usually called ""therapeutic"", drugs that are taken for fun are called ""recreational"" drugs.
Drugs may have other effects than those wanted. Such effects are generally known as†side-effects.
","Abuse†might mean:
Abuse of power
Alcohol abuse
Animal abuse
Child abuse
Domestic abuse
Physical abuse
Psychological abuse
Sexual abuse
",6.85
"Bread†is a type of†baked†food. It is mainly made from†dough, which is made mainly from†flour†and†water. Usually,†salt†and†yeast†are added. Bread is often baked in an†oven. It can be bought all over the world.
Bread can be†toasted†or used to make†sandwiches.†Pizza†is a food based on bread. There are many different kinds of bread.
The two main types of bread are:
Leavened bread is made by adding yeast or other†leavening agents†to the dough. The yeast produces gas that makes the dough lighter. Leavened bread can be made into larger loaves baked in an oven. This is the main type of bread eaten in†Europe,†America, and many parts of†Asia.
Unleavened flatbread is baked from a dough of water and flour, with no yeast. It is baked in flat rounds like†tortilla†or†chapati. This type of bread cannot be made thick as it would be too dense to eat. Unleavened bread is eaten throughout†Greece,†Africa, parts of†Asia, and as the†Central America†such as†Pitta†bread or tortilla. Baking can be done on a metal plate or hot stone, or in an oven.
","Butter†is a†dairy†food. It is made by moving the†cream†from whole†milk†for a long time.[1]†The†fat†in the milk separates from the liquid. The fat is butter.
Butter is often put on on†bread, as a main ingredient in†biscuits, as a†shortening†agent in some†baking†and†cooking†recipes, and for†frying†foods.
Often, butter is made from†cows' milk, butter can also be made from the milk of other†mammals, like†sheep,†goats,†bison, and†yaks.[2]†Salt, flavorings and†preservatives†are sometimes added to†butter.
Many people use butter in their foods instead of oil.
It has a melting point of about 45†∞C (113†∞F).
There are 717 calories in 100†g (3.5†oz) of butter.[3]
",6.19
"The†cucumber†(Cucumis sativus) is a widely grown plant in the family†Cucurbitaceae. This family also includes†squash. A cucumber looks similar to a†zucchini†(British English:†courgette).
To a botanist, cucumbers are biologically†fruits†even if they are commonly considered†vegetables: that is their value as a food. They can be cooked, eaten raw, or†pickled.
","A†potato†is a†vegetable, the†Solanum tuberosum. It is a small plant with large†leaves. The part of the potato that people eat is a†tuber†that grows under the†ground.
A potato contains a lot of†starch†and other†carbohydrates. Potato usually has a light-brown†or yellowish†skin†and is†white†or†yellow†inside. If the potato gets light on it, the tuber turns green and will be†poisonous.[3][4]
",5.92
"A†student†is a person who goes to school and is learning something. Students can be†children,†teenagers, or†adults†who are going to†school, but it may also be other people who are learning, such as in†college†or†university. A younger student is often called a pupil. Usually, students will learn from a†teacher†or a lecturer if at†university. They also do much†reading. A student can also be a person†studying†for a specific†profession.","Professor†(commonly abbreviated as†prof.)†is an†academic†rank†at most†universities†and†colleges. The word†professor†comes from†Latin. It means a ""person who professes"", being usually an†expert†in†arts†or†sciences. A professor is a†teacher†of the highest†rank.†Professors are often active in†research. In many†institutions, the job title 'professor' is†synonymous†with that of an†instructor. A professor is an accomplished and recognized academic. In most†Commonwealth†nations, as well as northern Europe, the title†professor†is the highest academic rank at a university. In the†United States†and†Canada, the title of†professor†is also the highest rank, but a higher percentage achieve it.[4]†In these areas, professors are scholars with†doctorate†degrees (typically†Ph.D.†degrees) or equivalent qualifications.†",6.81
"A†company†is a type of†business. The definition of the term varies by country. Some companies, usually larger ones, are organized as†corporations. It is often a†business†organization which makes†goods†or†services†in an organized manner and sells them to the public for†profit. It may also be a†non-profit organization. A company may hire people to be the†staff†of the company.
The term is also used more broadly for any group who work together, such as the crew of a ship or the cast of a play.
","In†financial†markets,†stock†is the†capital†that a firm gets by giving out and distributing†shares.
A person or†organization†which holds†shares†of stocks is called a†shareholder. The whole value of the stocks that a firm has issued is called its†market capitalization.
Stocks can be bought and sold from the†stock exchange. Someone who buys and sells stock is called a†stockbroker.
In the†United Kingdom†and†Australia, the term†share†is used the same way as†stock†is described in the†United States.
",7.08
"In†financial†markets,†stock†is the†capital†that a firm gets by giving out and distributing†shares.
A person or†organization†which holds†shares†of stocks is called a†shareholder. The whole value of the stocks that a firm has issued is called its†market capitalization.
Stocks can be bought and sold from the†stock exchange. Someone who buys and sells stock is called a†stockbroker.
In the†United Kingdom†and†Australia, the term†share†is used the same way as†stock†is described in the†United States.
","A†market†is a place where†people†go to buy or sell things. When people have†products†to sell, they set up a†market place. There may be a special†building†for the market place, or the market may be held in an open space where the sellers can put up a stall (like a kind of†tent) and then take the stall down at the end of the day.
The word†market†can also have a more general meaning in the†economy. It can mean the way things are bought or sold. ""There is a big market for dishwashers"" means that lots of people want to buy dishwashers, so therefore a business that makes dishwashers is likely to be able to make a lot of money. When things are sold, people buy the†product, and this ""stimulates the economy"" (helps people to spend and earn money). The market needs to balance†supply and demand. There is no point in supplying (making) lots of dishwashers if people do not want them. In the market prices may change quickly if supply or demand changes.
",8.08
"In†financial†markets,†stock†is the†capital†that a firm gets by giving out and distributing†shares.
A person or†organization†which holds†shares†of stocks is called a†shareholder. The whole value of the stocks that a firm has issued is called its†market capitalization.
Stocks can be bought and sold from the†stock exchange. Someone who buys and sells stock is called a†stockbroker.
In the†United Kingdom†and†Australia, the term†share†is used the same way as†stock†is described in the†United States.
","A†telephone, also known as a†phone, is a†communication†tool. Originally it was an†electric†tool transmitting†analogue†speech†along wires. Now it is an†electronic†tool sending†digital signals†on wires or†radio†transmission. Using a telephone,†two†people†who are in different places can talk to each other. Early telephones needed to be connected with†wires†which are called fixed or landline telephones. Modern†mobile phones†use†radio waves. Alexander Graham Bell†was the first person to†patent†the telephone, in 1876.[1]†Early telephones were wired directly to each other and could only talk to the phone that they were connected to. Later, telephone exchanges allowed connecting to other telephones. During the 20th century the machines that made the connections were†automated.",1.62
"In†financial†markets,†stock†is the†capital†that a firm gets by giving out and distributing†shares.
A person or†organization†which holds†shares†of stocks is called a†shareholder. The whole value of the stocks that a firm has issued is called its†market capitalization.
Stocks can be bought and sold from the†stock exchange. Someone who buys and sells stock is called a†stockbroker.
In the†United Kingdom†and†Australia, the term†share†is used the same way as†stock†is described in the†United States.
","The†jaguar†(Panthera onca) is a†big cat†(feline) which lives in†South America†and†Central America.
The jaguar is the third-largest feline after the†tiger†and the†lion. It is also the largest and most powerful feline in the†Western Hemisphere.
Because of its spots, jaguars look like†leopards, though it is usually larger and stronger, and its behavior is more like that of a†tiger. It likes to stay near†water, and like the†tiger, it is famous for being a big cat that enjoys†swimming. It usually hunts alone.
The jaguar has a very powerful strong bite, even compared to other big cats.[1]†Because of its strong bite, jaguars can bite through†armoured†reptiles†like†caimans,†crocodiles,†turtles†and†tortoises.[2]†Jaguars kill their†prey†in an unusual way: they bite directly through the†skull†between the†ears†and into the†brain.[3]
",0.92
"A†book†is a set of†printed†sheets of†paper†held together between two covers. The sheets of paper are usually covered with a†text,†language†and†illustrations. The book is a more flexible format than the earlier idea of the†scroll. The change from scrolls to books began in the†Roman Empire, and took many centuries to become complete.
A writer of a book is called an†author. Someone who draws pictures in a book is called an†illustrator. Books can have more than one author or†illustrator.
A book can also be a†text†in a larger collection of texts. That way a†book†is perhaps written by one†author, or it only treats one subject area. Books in this sense can often be understood without knowing the whole collection. Examples are the†Iliad,†Odyssey,†Bible†and†Quran. All of them consist of a number of ÄúbooksÄù in this sense of the word.†Encyclopedias†often have separate articles written by different people, and published as separate†volumes. Each volume is a book.
Hardcover†books have hard covers made of†cardboard†covered in cloth or†leather†and are usually†sewn†together.†Paperback†books have covers of stiff paper and are usually†glued†together. The words in books can be read aloud and recorded on tapes or†compact discs. These are called ""audiobooks"".
Books can be borrowed from a†library†or bought from a†bookstore. People can make their own books and fill them with family photos, drawings, or their own writing. Some books are empty inside, like a†diary, address book, or†photo†album. Most of the time, the word ""book"" means that the pages inside have words printed or written on them.
","A†library†is a place where many†books†are kept. Most libraries are public and let people take the books to use in their home. Most libraries let people borrow books for several weeks. Some belong to†institutions, for example,†companies,†churches,†schools, and†universities. Also a person's†bookshelves†at home can have many books and be a library. The people who work in libraries are librarians. Librarians are people who take care of the library.
Other libraries keep famous or rare books. There are a few ""Copyright†libraries"" which have a copy of every book which has been written in that country. Some libraries also have other things that people might like, such as†magazines,†music†on†CDs, or†computers†where people can use the†Internet. In school they offer software to learn the alphabet and other details.
",7.46
"A†bank†is a†financial institution†where customers can save or†borrow†money. Banks also†invest†money to build up their reserve of money. What they do is regulated by†laws. Those laws differ in different countries. The people who work at a bank are called bank employees. Certain banks deal directly with the public and they are the only ones which an ordinary person will deal with. Other banks deal with†investments†and international†currency†trading.
Customer's money may be placed in the bank for safe keeping. Banks may give loans to customers under an agreement to pay the money back to the bank at a later time, with†interest. An example is getting a†mortgage†to buy a house or apartment. Banks also can use the money they have from†deposit accounts†to†invest†in businesses in order to make more money.
","Money,†also sometimes called†currency, can be defined as anything that†people†use to†buy†goods and†services. Money is what many people receive for selling their own things or services. There are lots of different kinds of money in the world. Most countries have their own kind of money, such as the†United States dollar†or the†British†pound. money is also called many other names, like†currency†or†cash.
It is also a measurement of activity in small business.
",8.12
"Wood†is the main substance in†trees. It is mainly formed by the†xylem†vessels which carry water up the plant. The two main substances in wood are†cellulose†and†lignin. Wood is used to make†buildings†and†furniture, and also for†art.†Firewood†is a fuel.†Paper†is made from†wood fibres. Wood is a†renewable resource†although it has become scarcer in recent centuries.
Wood is hard to cut, but it is also strong. A†lumberjack†is a person who cuts down trees. After a tree falls, the wood in it can be cut into long, straight pieces called†lumber. Lumber can then be used to make†posts, or put together with†nails,†screws, or even†glue†to make wooden†frames†for other shapes.
Wood comes in many different kinds.†Oak,†maple†(hardwood) and†pine†and redwood (softwood) are widely used types of wood. Woods are usually divided into†softwood†(from†conifers) and†hardwood†from†flowering plants.
","A†forest†is a piece of†land†with many†trees. Forests are important and grow in many places around the world. They are an†ecosystem†which includes many plants and animals. Many†animals†live in forests and need them to survive.
Temperature and†rainfall†are the two most important things for forests. Many places are too cold or too dry for them. Forests can exist from the†equator†to near the†polar regions, but different†climates†have different kinds of forests. In cold climates†conifers†dominate, but in†temperate zone†and†tropical climates†forests are mainly made up of†flowering plants. Different†rainfall†also makes different kinds of forest. No forests exist in†deserts, just a few trees in places where their roots can get at some underground water.
Forests contain 80% of the Earth's plant biomass. Primary production is about 21.9†gigatonnes†carbon per year for†tropical†forests, 8.1 for†temperate†forests, and 2.6 for†boreal forests.
",7.73
"Professor†(commonly abbreviated as†prof.)†is an†academic†rank†at most†universities†and†colleges. The word†professor†comes from†Latin. It means a ""person who professes"", being usually an†expert†in†arts†or†sciences. A professor is a†teacher†of the highest†rank.†Professors are often active in†research. In many†institutions, the job title 'professor' is†synonymous†with that of an†instructor. A professor is an accomplished and recognized academic. In most†Commonwealth†nations, as well as northern Europe, the title†professor†is the highest academic rank at a university. In the†United States†and†Canada, the title of†professor†is also the highest rank, but a higher percentage achieve it.[4]†In these areas, professors are scholars with†doctorate†degrees (typically†Ph.D.†degrees) or equivalent qualifications.†","The†cucumber†(Cucumis sativus) is a widely grown plant in the family†Cucurbitaceae. This family also includes†squash. A cucumber looks similar to a†zucchini†(British English:†courgette).
To a botanist, cucumbers are biologically†fruits†even if they are commonly considered†vegetables: that is their value as a food. They can be cooked, eaten raw, or†pickled.
",0.31
"A†king†is a man who rules a†country, because of†inheritance. A king usually comes to power when the previous†monarch†dies, who is usually a family member of his. Sometimes a person may become king due to the previous monarch's†abdication, for example†George VI. For most of history, most countries were ruled in this way, especially in Europe. Some countries, such as France, are no longer monarchies. Some, such as the†United Kingdom, still have a†royal family. In some countries, people chose a new king from other people to decide from.
The wife of a king is called a†queen. A woman who becomes a ruler because of inheritance is also called a queen.
If a country has a king or a queen, that means it is a†monarchy. A country which a king or queen rules is called a kingdom.
In the†Muslim world†a King would be known as Malik or Sultan.
","Cabbage†(Brassica oleracea†Capitata Group) is an†edible†plant. It is a lot like†broccoli,†cauliflower†or†Brussels sprouts. Cabbage is eaten in many ways around the world.†Coleslaw†and†sauerkraut†are popular foods that use cabbage. It is also used to make†kimchi and†borscht, and can also be used in†salads. Red cabbage juice can be used as a†pH†indicator. Cabbages are usually†green, but they can also be†red.
Types of cabbage[change†|†change source]
Cabbages can come in many different types, such as the previously mentioned red and green cabbages, but they can also be in other types. These include†white†cabbage, also known as†Dutch†cabbage, and Savoy cabbage.
",0.23
"A†king†is a man who rules a†country, because of†inheritance. A king usually comes to power when the previous†monarch†dies, who is usually a family member of his. Sometimes a person may become king due to the previous monarch's†abdication, for example†George VI. For most of history, most countries were ruled in this way, especially in Europe. Some countries, such as France, are no longer monarchies. Some, such as the†United Kingdom, still have a†royal family. In some countries, people chose a new king from other people to decide from.
The wife of a king is called a†queen. A woman who becomes a ruler because of inheritance is also called a queen.
If a country has a king or a queen, that means it is a†monarchy. A country which a king or queen rules is called a kingdom.
In the†Muslim world†a King would be known as Malik or Sultan.
","A†queen†is a woman who rules a country, because of†inheritance. A queen usually comes to power after the death of the previous†king†or queen, who is her parent. A country that is ruled by a queen is called a†kingdom†Äì the same as a country ruled by a king.
The†wife†of a king is also called a queen. However, the†husband†of a queen is not always called a king. For example, the last King of Britain (George VI) had a wife (Elizabeth), who was called†Queen Elizabeth. He had no sons, so he was followed by his elder daughter, who is also called Elizabeth. She became†Queen Elizabeth II. She was married to†The Duke of Edinburgh†until his death on April 9, 2021; but when she became Queen he did not become King.
Many people who study government think a country should not have a†monarchy. They argue that rulers ought to be†elected, or that monarchs are often†corrupt.†AristotleÄôs ÄúPoliticsÄù compares the different forms of†government†which a state may have. He claims monarchy to be one of the worst†regimes†because one†leader†may be easily corrupted, even if they were selected as the most wise and deserving ruler of an entire group.
",8.58
